PERSON_ID,MAJOR_PERSON,SPECILTY
121,市场营销, 1.计算机熟练   2.语言表达能力强。   3.本人熟悉物料计划控制，包括物料请购（订单请购、定量请购、定期请购）、物料采购、物料计划、物料跟催、物料异常处理、库存呆料处理等。   4.本人熟悉生产计划流程，包括订单评审、编制生产计划、进度跟进、及时调整生产计划、货运安排等。   5.本人熟悉采购流程，包括询价、比价、议价、订单下达、交期达成、交货、对帐 等。   6.本人熟悉货仓运作，包括供应商送货、IQC检验、收货、入库、储存保管、仓库规划、物料摆放、5S管理、物料发放、成品半成品的入库、出货、 帐目管理、 月盘点、年终盘点、库存物料的异常处理，具有管理****个仓库管理员****个仓库杂工实际工作经验。  7.本人熟悉各类电子材料、五金材料、塑胶材料、包装材料、装饰材料、辅助材料等物料。   8.本人能熟练使用OFFICE办公软件及BANAN系统、ERP系统及管家婆系统，熟悉ISO****-****质量管理体系，对大批量成品出货有多年实际工作经验，对货柜成品计算、分柜资料的计算准确率达成****%。   9.本人在福田消防中队接收过消防安全培训，具有消防上岗证。   ****.本人具有操作各种电动叉车、机动叉车工作经验。
122,电子信息工程学,a)长期在 PHILIPS OEM 厂担任P\IE主管、IQC主管、采购等职位。熟悉ISO**** 质量管理体系、ISO**** 环境管理体系和采购流程、生产流程以及QC七大手法、六西格玛等品质管理方法。b)熟练OFFICE 、ERP 、 Pro/ENGINEER、Auto CAD 软件。c)精通IE七大手法、标准工时推广与实施、动作研究、工艺流程控制。d)熟悉各种电子零件、五金、印刷品、塑胶采购渠道和行情，有优质供应商资源。e)善于供应商开拓、考察评估、信息维护、分析管理等工作。f)精通各种物料品质要求、安规要求、RoHS要求和检验检测方法。 
123,会计学,"财会专业，熟悉工厂管理运作,有丰富的生产计划控制管理和物料计划控制管理,能独立进行成本核算与控制。"
124,传播学,能运用各种办公软件；有较强业务和组织协调管理能力有C驾照。
125,英语,我的专业为英语，认真学习的我，英语口语非常流利，同时平时喜欢看书的我，具有很强的上进心，希望能够与你们共进退！！
126,计算机应用技术," 擅于沟通.逻辑能力好，有责任心.上进心.工作适应能力强.有较好的学习能力。熟悉网络维护，DIY组装.计算机软硬件组装安装，能独立处理各类电脑问题,能独立完成网络布线和相关设备的调试.有局域网监控和维护经验.能够迅速分析、排除计算机各种软硬件故障，熟悉局域网组建以及日常维护。对物品管理有合理的安排.对市场有一定的掌控能力`有摩托车证。"
127,英语,    
128,文秘,英语，速记
129,设计艺术学,"熟练adobe illustrator photoshop indesign CorelDRAW 和CAD等的设计软件。熟练使用PC和苹果机,熟悉菲林输出，有六年的设计和制作的经验。具备一年的速描功底。"
130,英语,C型车驾照
131,法学,法律、人力资源管理
132,机械制造及其自动化,熟练Office办公软件熟练Pro/e 5.0、SolidWorks ****、AutoCAD ****等常用软件软件
133,国际经济与贸易,1.全国外贸业务员资格证2.熟练操作办公软件3.英语口语流利
134,人力资源管理,1．熟悉现代企业管****公司体制改革有一定的经验；2．熟悉企业的整体运作流程；3．具有丰富的人力资源各模块之管理经验，不断制定和完善管理系统；能根据企业发展****公司组织结构，确保人力资源的充分利用和协调。4．能依据企业经营现况，制订考核机制，提升整体或个人业绩，达到预期目标。5．本人通晓国家法律****公司管理工作的合法性。6．能起草各类文件，对整个体系进行策划和审查，熟悉ISO****质量管理体系，ROHS环境管理体系；7．本人工作事先有计划，并能事先以SMART原则进行分析以使工作效果达到最佳。本人向来主张用自已独特的人格品质和魅力去征服大家，用自已的工作热情去感染大家，用人性化的管理去感动大家。8．本人十分重视一个企业对企业文化的建设，我认为一个企业的企业文化所包含三个层次，最主要的是企业员工共同的价值观，即精神文化（企业采用什么样的机制使企业对员工的要求、员工的个人需求达到最大化的统一）。其次是企业的规章制度等方面的约束力，即行为文化。最后是企业的物质文化层（企业的核心竞争力是什么，是产品、服务、员工能力及素质要求等方面）。
135,【电子科学与技术】,电子商务，善于分析客户的需求，解决客户问题，最终达到成单！
136,计算机科学与技术,1、熟悉计算机软硬件故障，且能够独立解决问题。2、熟悉IOS，能够熟练配置路由器交换机。3、熟悉VLAN、ACL、静态及动态RIP等路由协议、NAT、PPP协议。4、熟悉WINDOWSXP系统，能够进行熟练的操作。5、了解且能够安装LINUX系统，并能够使用SHELL操作文件系统。
137,英语,"本专业不仅对英语的听说读写更进一步的巩固,还开设了社交礼仪,英语翻译,办公软件等课程."
138,机电一体化,计算机基本知识及故障排除光电技术知识仪器设备维修维护及保养常见测量仪器操作自动检测技术、统计学知识及SPC、6sigmaMINITAB使用机械设计及工装夹具改良中级电工证三级计算机证书6sigma橙带证书
139,经济管理,  ****-****获得大学英语四级证书，****-****至****-****顺利通过河南财经学院工商管理本科段自学考试的全部课程。                     
140,【计算机科学与技术】,有深圳会计从业资格证，会计电算化证，今年已考助理会计师证。能胜任出纳及代理一般纳税人、小规模报税记账工作，熟悉整套做账流程及工商年检变更注销等事务，使用用友、金碟及速达财务软件，网上报国税、地税，也做审计工作，熟悉工商注册变更注册及年审等方面工作；熟悉Office办公软件能解决一些电脑软硬件相关故障。
141,工业设计,熟悉市场推广 销售
142,技术经济及管理,有近十年的行政人事管理工作经验，五年以上外企工作，熟悉人力资源管理六大模块，能有效全面开展人事部门****公司各项管理规章制度，熟悉劳动法律法规，能有效组织开展6S活动，熟悉百度推广与网站后台维护与建设，熟悉生产现场安全生产管理，能全面有效策划****公司活动，电脑办公软件精通，长期培训授课经验，并能独立制作PPT课件，有较强的组织管理能力，内、外协调能力强，执行能力强，工作态度积极严谨，稳重踏实，执有中级安全主任证。
143,政治学理论,    在人事、行政和生产等管理工作中，能针对不同企业的运营机制，制定出切实可行的各项管理规章制度，编写行政管理程序文件。熟悉行政后勤管理工作，善长运用整套科学的人力资源规划、开发、招募、培训、考核以及薪资体系运作，能组织规范化人事行政管理工作；对中小型企业管理体系及队伍建设有创新的管理办法。熟悉《(劳*法》，具有良好的沟通与协调能力；能亲自主导6S在企业中的落实工作。                             熟悉应用和操作计算机硬/软件、办公设备以及网络相关产品的安装与维护；熟练应用windows操作系统以及各种软件的安装及配置操作；能独立解决计算机网络的安全管理和各种网络故障；懂得组建企业内部网络，有计算机配件、网络产品、办公设备和耗材的采购和管理****公司的电脑及外围设备进行日常的维护和优化，及****公司企业及个人电脑的常见问题。    熟悉仓库管理流程，掌握仓库各系列产品库存情况，可根据排产计划以及业务部采购计划进度，组织进行物料的计划、分析、计算和请购，确保物料/产品的正常进出库房以及产品得以完整性。能及时与各生产部门沟通和各区域客户到货情况，并组织人员做好收发货的准备。积极提出合理化建议，能制订仓库管理制度，并根据相关制度对部门人员进行考核、奖惩。熟悉物料的收料、检验，领用、发放、预算、请购、跟催、盘点、储存、保管、账目等物料管理事务性工作。    熟悉运用6S日常管理和ISO****、ISO****的管理理念。
144,会计学,  1、对一般工业企业的会计处理流程非常的了解，专业知识扎实，能独立做账，熟练进行成本核算，并掌握一定的税务、经济法知识，能充分并成功的运用于实际中  2、熟练运用office办公软件以及金蝶K3财务软件  3、有会计从业资格证书和助理会计师证书  
145,音乐学,民歌.古筝6级.
146,计算机应用技术,精通offfice办公软件，熟悉PHOTOSHOP等
147,会计学,　　本人是会计电算化专业毕业，已经有会计工作经验，熟悉有关财务制度、新会计准则，熟悉一般纳税人办税流程，能够熟练使用会计电算化软件和常用办公软件。
