RECRUIT_ID,MAJOR_RECRUIT,DETAIL
117,机械设计及理论,机械制造设计类及相关专业中专以上学历，有二年机械行业绘图设计工作经验，熟悉机械构造及原理，能熟练操作ＰＲＯＥ/****版、ＣＡＤ等绘图软件。
118,电子材料与元器件,"男女不限,****-****岁,有电子元器件采购经验者优先,能吃苦耐劳。"
119,机械设计及理论,"机械设计及相关专业大专以上学历，有三年机械行业设计开发工作经验，熟悉整机设计开发、工艺流程和机械构造、原理，有独立完成新产品研发能力，能熟练操作ＰＲＯＥ、ＣＡＤ,有责任心、团队合作意识，沟通能力强。"
120,工民建,有工程监理、建筑施工经验的优先。
121,日语,要求本科以上学历，日语专业，具备日语熟练的听说读写能力，熟练操作办公软件，能够独立开发海外客户。
122,电子材料与元器件,"  熟悉电子厂的运作流程,熟悉质量管理的理论与实践操作.能够配合研发工程师完成开关电源制样、制程（相关作业指导书及懂生产线工装治具制作，标准工时),有较强的工作主动性、责任心、团队合作精神及创新精神.有相关电源行业者优先录取。  "
123,英语,"跟单文员:限女性.商务英语或国际贸易专业优先.能熟练操作excel,photoshop等办公软件，电脑熟练，打字速度快，心思缜密,工作态度认真,能吃苦,肯学习,具较强的沟通协调能力;英文良好者优先，具有一年以上跟单工作经验者优先。"
124,会计学,1、招聘1名，年龄在****岁以上，持有《(会*证》，大专以上学历，财会专业，金蝶财务软件操作熟练；2、财务工作经验三年以上，熟练会计全盘帐目处理、银行税务操作及工资核算等会计工作，具有工程项目会计工作者优先；3、为人诚恳、善良，工作认真细心，责任心强；4、需有深户担保。
125,机械设计及理论,机械制造设计类及相关专业中专以上学历，有二年机械行业绘图设计工作经验，熟悉机械构造及原理，能熟练操作ＰＲＯＥ/****版、ＣＡＤ等绘图软件。
126,电子信息科学与技术,1、大专以上学历；2、熟悉开关电源和LED电源；3、有三年以上工作经验。
127,财政学（含税收学）,"会计专业,能熟练应用金碟软件,善于沟通。实习期为两个月，实习期没工资。实习期后转入三个月试用期，试用期每个月底薪****元，****元餐补，****元车补，****元电话费。试用期后底薪****元+补助+提成及社保。敬请有心想学习会计实务，从事会计行业者方可投简历，谢谢合作。"
128,【计算机科学与技术】,年龄：****-****周岁学历：大专以上学历要求：1、限应届毕业生；      2、能够熟练操作电脑、能熟练维护电脑软、硬件，懂操作系统和网络维护，有编程经验者、了解税务知识、计算机和财会专业优先；      3、责任心强、沟通能力强，能与人团结、吃苦耐劳；      4、品貌端正，无不良嗜好，不吸烟；
129,国际经济与贸易,"大专以上学历，CET四级以上，熟悉外贸流程，能够使用英语与国外客户进行沟通及书写相关文书；有责任心、团队合作意识强；有效开发国际市场，工作自主能动性强。主要客户市场是南美、东南亚地区、俄罗斯等地区,有印刷纸品加工设备销售经验者优先。****公司已是多个网络商务平台的付费会员，为业务发展提供十分良好的舞台，工作环境宽松，气氛紧凑。有志加入之人士请随时与我联系。    机器基本上在8万美金以上，待遇是基本底薪+提成，并提供良好机械方面知识培训，使新进同事快速上手。     请联系"
130,国际贸易学,"     1.****岁以上;     2.大专以上学历;     3.国际贸易或外贸英语专业;     4.英语六级以上,口语流利,善于与外商沟通,熟悉外贸流程;     5.有电子行业国际贸易经验一年以上;     6.深户及带港澳通行证者优先;     7.工作地点：布吉坂田"
131,经贸英语,"1)有一定的外贸经验,做过类似的产品业务.2)外语流利,能跟客人自由对话!3)能够很好的安排工作,对分配的工作能及时完成!4)吃苦耐劳,能适应工作的需求!5)谈吐大方得体,能认真执行经理分配的任务!6)大专以上文化程度7)有腰带,手袋等相关产品工作经验的优先****公司目前在深圳关外布吉南岭,无意在关外工作,请勿投简历!"
132,计算机科学与技术,1、计算机专业大学本科以上，有志于从事市场开发工作。2、熟悉局域网技术，有独立搭建局域网能力。3、擅长ASP或者PHP技术，熟悉SQL，能独立制作产品展示网站。4、懂网站推广，有1年以上网站推广经验，需提供证明。5、熟悉网站优化，对网站SEO有一定认识了解。6、具备网络信息安全知识。7、熟悉电脑硬件知识，能解决日常电脑问题。8、英文阅读能力达大学英语6级。（此项不符合者，请勿投简历）
133,人力资源管理,"男女不限,中专以上学历,有一年以上相关工作经验,有6S及ISO****的推行及管理经验,头脑灵活,接受能力强,有较强的文书写作能力,能道理完成上级领导交办的工作.试用期:****-****元/月."
134,电子材料与元器件,"业务员:2名,男女不限,高中以上学历,形象气质佳,有亲和力，能吃苦耐劳,能承受一定的工作压力,有电子元器件销售经验者优先!底薪+提成!"
135,计算机网络与多媒体,"有两年以上ERP管理经验，有电子企业工作经验，能够独立使用数据操作日常工具绘制分析图标和出具各种信息报告，有强烈的团队组织和合作意识，良好的人际沟通和交住能力。注:此职位在关外上班(公明工厂),无意到关外工作者勿投!"
136,机械制造及其自动化,1、若干名，身体健康，机械及相关专业中专以上学历；2、有机械设备装配、维修工作三年以上经验，熟悉机械图纸，懂机械、电器基本原理，能吃苦耐劳，工作细心主动，有印刷、纸品加工机械设备维修经验者优****公司包食宿，一经录用，待遇从优。
137,电子商务,"1. 基本条件：电子商务专业 2. 具有B2B网站的相关推广技巧，有网站后台管理,推广, 销售产品经验更佳； 熟悉搜索引擎GOOGLE,YAHOO及B2B网站的信息发布流程,有实际从业经验者优先. 3. 能独立完成后台管理维护.4. 熟练操作相关网络工具/软件, 熟悉电子商务以及网络运用. 5. 熟悉外贸流程以及外贸知识.6. 工作踏实认真负责.职位描述：1.每天网络推广及信息搜寻(国外网站)，通过网络沟通实现产品销售.2.在阿里巴巴国际平台发布广告，开拓新客户.3.参与网站加数据库编制.4.更新产品信息.5.可上晚班.6.没有工作经验免试."
138,会计学,财务助理：毕业于财务院校，做事认真细心，有责任心，性格温和，有工作经验者优先。待遇因人而定！
139,会计电算化,1、中专及中专以上学历，会计、财务等相关专业；2、女性，年龄在****至****岁以下。3、有深圳市会计从业资格证书。熟悉一般纳税人的操作流程，具备一定全盘操作账务的经验和能力。4、需两年以上财务工作经验，熟悉现金及银行帐务处理及各类银行办事程序。5、熟练操作财务软件（K3)及各类常用办公软件。6、具备相应的财务会计知识、基础的税法知识。7、工作细心、责任心强
140,计算机网络与多媒体,1、艺术设计或计算机相关专业，大专以上学历，英语4级以上。2、熟练掌握网页制作软件，如Flash、Dreamweaver、Photoshop、Coreldraw等网页和平面设计工具。3、熟悉W3C标准，精通CSS、HTML语言及其规范，熟悉JavaScript或VBScript；熟悉运用div+CSS布局优先考虑。4、具备扎实的美术功底与色彩感，对平面或动画设计具有丰富和优秀的创意能力。5、两年以上网页设计经验；能够独立设计并制作完成网站项目优先考虑。面试时需提供作品。6、能够熟练运用数码相机拍摄实物图片，并运用专业软件进行图片效果处理。7、电脑局域网、硬件维护有非常强的操作经验。8、具有良好的沟通能力和团队合作精神，工作积极主动，认真负责。
141,【计算机科学与技术】,"二年以上工作经验,从事过工程文员优先."
